"Canton ID",Canton,"SFO Commune ID",Commune,Canton,Commune,"Church, Protestant","Church, Roman Catholic","Church, Christian Catholic",Canton,Commune,"Church, Protestant","Church, Roman Catholic","Church, Christian Catholic",Canton,Commune,Church,Canton,Commune,Church
2,BE,662,Ferenbalm,297.5,175,18.4,19,27.6,297.5,175,18.4,19,27.6,262,175,18.59,262,175,18.59
2,BE,493,Finsterhennen,297.5,180,23,20,28.000000000000004,297.5,180,23,20,28.000000000000004,262,180,22.2,262,180,22.2
2,BE,948,Forst-Längenbühl,297.5,170,22.8,19.5,23,297.5,170,22.8,19.5,23,262,170,22.64,262,170,22.64
2,BE,538,Fraubrunnen,297.5,175,18.4,19,27.6,297.5,175,18.4,19,27.6,262,175,18.52,262,175,18.52
2,BE,663,Frauenkappelen,297.5,160,18,19,27.6,297.5,160,18,19,27.6,262,160,18.19,262,160,18.19
2,BE,607,Freimettigen,297.5,180,18.4,19,27.6,297.5,180,18.4,19,27.6,262,180,18.47,262,180,18.47
2,BE,563,Frutigen,297.5,185,21,23,23,297.5,185,21,23,23,262,185,21.19,262,185,21.19
2,BE,494,Gals,297.5,139,13.5,20,28.000000000000004,297.5,139,13.5,20,28.000000000000004,262,139,15.49,262,139,15.49
2,BE,495,Gampelen,297.5,139,13.5,20,28.000000000000004,297.5,139,13.5,20,28.000000000000004,262,139,15.709999999999999,262,139,15.709999999999999
2,BE,866,Gerzensee,297.5,154,20.7,19.5,27.6,297.5,154,20.7,19.5,27.6,262,154,20.580000000000002,262,154,20.580000000000002
2,BE,326,Gondiswil,297.5,184,19,19,27.6,297.5,184,19,19,27.6,262,184,19,262,184,19
2,BE,976,Graben,297.5,180,17,19,27.6,297.5,180,17,19,27.6,262,180,17.34,262,180,17.34
2,BE,694,Grandval,297.5,174,25,20.7,30.599999999999998,297.5,174,25,20.7,30.599999999999998,262,174,23.189999999999998,262,174,23.189999999999998
2,BE,576,Grindelwald,297.5,169,18.4,20.7,23,297.5,169,18.4,20.7,23,262,169,19.009999999999998,262,169,19.009999999999998
2,BE,303,Grossaffoltern,297.5,169,18.4,20,28.000000000000004,297.5,169,18.4,20,28.000000000000004,262,169,18.58,262,169,18.58
2,BE,608,Grosshöchstetten,297.5,162,20.7,19,27.6,297.5,162,20.7,19,27.6,262,162,20.47,262,162,20.47
2,BE,841,Gsteig,297.5,130,15.299999999999999,13.77,23,297.5,130,15.299999999999999,13.77,23,262,130,15.079999999999998,262,130,15.079999999999998
2,BE,577,Gsteigwiler,297.5,193,18.4,20.7,23,297.5,193,18.4,20.7,23,262,193,18.78,262,193,18.78
2,BE,852,Guggisberg,297.5,189,23,19,27.6,297.5,189,23,19,27.6,262,189,22.650000000000002,262,189,22.650000000000002
2,BE,665,Gurbrü,297.5,190,21.85,19,27.6,297.5,190,21.85,19,27.6,262,190,21.060000000000002,262,190,21.060000000000002
2,BE,867,Gurzelen,297.5,183,25.3,19.5,23,297.5,183,25.3,19.5,23,262,183,24.97,262,183,24.97
2,BE,782,Guttannen,297.5,165,23,20,23,297.5,165,23,20,23,262,165,22.08,262,165,22.08
2,BE,578,Gündlischwand,297.5,200,18.4,20.7,23,297.5,200,18.4,20.7,23,262,200,18.89,262,200,18.89
2,BE,579,Habkern,297.5,185,23,20.7,23,297.5,185,23,20.7,23,262,185,22.830000000000002,262,185,22.830000000000002
2,BE,736,Hagneck,297.5,150,16.1,20,28.000000000000004,297.5,150,16.1,20,28.000000000000004,262,150,16.8,262,150,16.8
2,BE,406,"Hasle bei Burgdorf",297.5,179,22,20.7,27.6,297.5,179,22,20.7,27.6,262,179,21.9,262,179,21.9
2,BE,783,Hasliberg,297.5,210,23,20,23,297.5,210,23,20,23,262,210,22.54,262,210,22.54
2,BE,927,Heiligenschwendi,297.5,189,20,19.5,23,297.5,189,20,19.5,23,262,189,19.939999999999998,262,189,19.939999999999998
2,BE,928,Heimberg,297.5,160,20,19.5,23,297.5,160,20,19.5,23,262,160,19.91,262,160,19.91
2,BE,977,Heimenhausen,297.5,155,17,19,27.6,297.5,155,17,19,27.6,262,155,17.27,262,155,17.27
2,BE,407,Heimiswil,297.5,184,23,20.7,27.6,297.5,184,23,20.7,27.6,262,184,22.900000000000002,262,184,22.900000000000002
2,BE,408,Hellsau,297.5,180,22,19,27.6,297.5,180,22,19,27.6,262,180,21.83,262,180,21.83
2,BE,610,Herbligen,297.5,190,18.4,19,23,297.5,190,18.4,19,23,262,190,18.45,262,190,18.45
2,BE,737,Hermrigen,297.5,180,16.1,20,28.000000000000004,297.5,180,16.1,20,28.000000000000004,262,180,16.73,262,180,16.73
2,BE,979,Herzogenbuchsee,297.5,165,17,19,27.6,297.5,165,17,19,27.6,262,165,17.44,262,165,17.44
2,BE,929,Hilterfingen,297.5,155,20,19.5,23,297.5,155,20,19.5,23,262,155,19.91,262,155,19.91
2,BE,409,Hindelbank,297.5,159,21,20.7,27.6,297.5,159,21,20.7,27.6,262,159,20.96,262,159,20.96
2,BE,580,"Hofstetten bei Brienz",297.5,170,23,20,23,297.5,170,23,20,23,262,170,22.64,262,170,22.64
2,BE,931,Homberg,297.5,184,25.3,19.5,23,297.5,184,25.3,19.5,23,262,184,25,262,184,25
2,BE,932,Horrenbach-Buchen,297.5,170,25.3,19.5,23,297.5,170,25.3,19.5,23,262,170,25.230000000000004,262,170,25.230000000000004
2,BE,954,Huttwil,297.5,169,20,19,27.6,297.5,169,20,19,27.6,262,169,19.82,262,169,19.82
2,BE,609,Häutligen,297.5,145,20.7,19,27.6,297.5,145,20.7,19,27.6,262,145,20.59,262,145,20.59
2,BE,410,Höchstetten,297.5,175,22,19,27.6,297.5,175,22,19,27.6,262,175,21.78,262,175,21.78
2,BE,541,Iffwil,297.5,140,21.8,19,27.6,297.5,140,21.8,19,27.6,262,140,21.46,262,140,21.46
2,BE,980,Inkwil,297.5,175,17,19,27.6,297.5,175,17,19,27.6,262,175,17.31,262,175,17.31
2,BE,784,Innertkirchen,297.5,160,23,20,23,297.5,160,23,20,23,262,160,22.49,262,160,22.49
2,BE,496,Ins,297.5,163,18,20,28.000000000000004,297.5,163,18,20,28.000000000000004,262,163,18.55,262,163,18.55
2,BE,581,Interlaken,297.5,177,18.4,20.7,23,297.5,177,18.4,20.7,23,262,177,19.24,262,177,19.24
2,BE,739,Ipsach,297.5,159,21,23,28.000000000000004,297.5,159,21,23,28.000000000000004,262,159,21.65,262,159,21.65
2,BE,582,Iseltwald,297.5,185,18.4,20.7,23,297.5,185,18.4,20.7,23,262,185,18.62,262,185,18.62
2,BE,362,Ittigen,297.5,123,18.4,19,27.6,297.5,123,18.4,19,27.6,262,123,18.62,262,123,18.62
2,BE,868,Jaberg,297.5,149,18.5,19.5,23,297.5,149,18.5,19.5,23,262,149,18.64,262,149,18.64
2,BE,540,Jegenstorf,297.5,153,21.8,19,27.6,297.5,153,21.8,19,27.6,262,153,21.27,262,153,21.27
2,BE,738,Jens,297.5,190,20,20,28.000000000000004,297.5,190,20,20,28.000000000000004,262,190,20.02,262,190,20.02
2,BE,304,Kallnach,297.5,145,16.1,20,28.000000000000004,297.5,145,16.1,20,28.000000000000004,262,145,16.57,262,145,16.57
2,BE,564,Kandergrund,297.5,185,25,23,23,297.5,185,25,23,23,262,185,24.83,262,185,24.83
2,BE,565,Kandersteg,297.5,180,25,23,23,297.5,180,25,23,23,262,180,24.54,262,180,24.54
2,BE,305,Kappelen,297.5,160,16,20,28.000000000000004,297.5,160,16,20,28.000000000000004,262,160,16.400000000000002,262,160,16.400000000000002
2,BE,869,Kaufdorf,297.5,188,18.4,19,27.6,297.5,188,18.4,19,27.6,262,188,18.509999999999998,262,188,18.509999999999998
2,BE,870,Kehrsatz,297.5,164,23,19,27.6,297.5,164,23,19,27.6,262,164,21.91,262,164,21.91
2,BE,411,Kernenried,297.5,150,16,19,27.6,297.5,150,16,19,27.6,262,150,16.2,262,150,16.2
2,BE,611,Kiesen,297.5,154,18.4,18,23,297.5,154,18.4,18,23,262,154,18.360000000000003,262,154,18.360000000000003
2,BE,412,"Kirchberg (BE)",297.5,159,16,19,27.6,297.5,159,16,19,27.6,262,159,16.619999999999997,262,159,16.619999999999997
2,BE,872,"Kirchdorf (BE)",297.5,151,18.5,19.5,23,297.5,151,18.5,19.5,23,262,151,18.6,262,151,18.6
2,BE,354,Kirchlindach,297.5,155,18.4,19,27.6,297.5,155,18.4,19,27.6,262,155,18.56,262,155,18.56
2,BE,612,Konolfingen,297.5,159,20.7,19,27.6,297.5,159,20.7,19,27.6,262,159,20.47,262,159,20.47
2,BE,413,Koppigen,297.5,165,22,19,27.6,297.5,165,22,19,27.6,262,165,21.66,262,165,21.66
2,BE,566,Krattigen,297.5,175,25,23,23,297.5,175,25,23,23,262,175,24.75,262,175,24.75
2,BE,414,Krauchthal,297.5,179,19.5,20.7,27.6,297.5,179,19.5,20.7,27.6,262,179,19.650000000000002,262,179,19.650000000000002
2,BE,666,Kriechenwil,297.5,179,19,19,27.6,297.5,179,19,19,27.6,262,179,19,262,179,19
2,BE,355,Köniz,297.5,158,23,19,27.6,297.5,158,23,19,27.6,262,158,21.75,262,158,21.75
2,BE,435,"La Ferrière",297.5,194,25.3,24.48,30.599999999999998,297.5,194,25.3,24.48,30.599999999999998,262,194,25.05,262,194,25.05
2,BE,723,"La Neuveville",297.5,165,20.7,13.8,28.000000000000004,297.5,165,20.7,13.8,28.000000000000004,262,165,17.59,262,165,17.59
2,BE,613,Landiswil,297.5,185,23,19,27.6,297.5,185,23,19,27.6,262,185,22.900000000000002,262,185,22.900000000000002
2,BE,329,Langenthal,297.5,144,14.84,19,27.6,297.5,144,14.84,19,27.6,262,144,15.959999999999999,262,144,15.959999999999999
2,BE,902,"Langnau im Emmental",297.5,194,18.4,27,27.6,297.5,194,18.4,27,27.6,262,194,19.28,262,194,19.28
2,BE,842,Lauenen,297.5,170,23,13.77,23,297.5,170,23,13.77,23,262,170,22.1,262,170,22.1
2,BE,667,Laupen,297.5,174,19,19,27.6,297.5,174,19,19,27.6,262,174,19.05,262,174,19.05
2,BE,903,Lauperswil,297.5,185,18.4,27,27.6,297.5,185,18.4,27,27.6,262,185,18.88,262,185,18.88
2,BE,584,Lauterbrunnen,297.5,184,23,20.7,23,297.5,184,23,20.7,23,262,184,22.35,262,184,22.35
2,BE,585,Leissigen,297.5,190,15,20.7,23,297.5,190,15,20.7,23,262,190,15.939999999999998,262,190,15.939999999999998
2,BE,387,"Lengnau (BE)",297.5,149,22,24.15,28.000000000000004,297.5,149,22,24.15,28.000000000000004,262,149,22.79,262,149,22.79
2,BE,792,Lenk,297.5,179,22,13.77,23,297.5,179,22,13.77,23,262,179,20.9,262,179,20.9
2,BE,388,Leuzigen,297.5,179,18,20,28.000000000000004,297.5,179,18,20,28.000000000000004,262,179,18.29,262,179,18.29
2,BE,740,Ligerz,297.5,168,16.830000000000002,23,28.000000000000004,297.5,168,16.830000000000002,23,28.000000000000004,262,168,17.82,262,168,17.82
2,BE,614,Linden,297.5,180,27,19,23,297.5,180,27,19,23,262,180,26.669999999999998,262,180,26.669999999999998
2,BE,331,Lotzwil,297.5,170,17.5,19,27.6,297.5,170,17.5,19,27.6,262,170,17.849999999999998,262,170,17.849999999999998
2,BE,696,Loveresse,297.5,194,23,23,30.599999999999998,297.5,194,23,23,30.599999999999998,262,194,23,262,194,23
2,BE,306,Lyss,297.5,160,18.4,20,28.000000000000004,297.5,160,18.4,20,28.000000000000004,262,160,18.87,262,160,18.87
2,BE,415,Lyssach,297.5,139,16,20.7,27.6,297.5,139,16,20.7,27.6,262,139,16.6,262,139,16.6
2,BE,497,Lüscherz,297.5,150,18.4,20,28.000000000000004,297.5,150,18.4,20,28.000000000000004,262,150,18.63,262,150,18.63
2,BE,586,Lütschental,297.5,150,18.4,20.7,23,297.5,150,18.4,20.7,23,262,150,18.68,262,150,18.68
2,BE,955,Lützelflüh,297.5,174,18.4,20.7,27.6,297.5,174,18.4,20.7,27.6,262,174,18.58,262,174,18.58
2,BE,332,Madiswil,297.5,165,18.4,19,27.6,297.5,165,18.4,19,27.6,262,165,18.47,262,165,18.47
2,BE,587,"Matten bei Interlaken",297.5,188,18.4,20.7,23,297.5,188,18.4,20.7,23,262,188,18.990000000000002,262,188,18.990000000000002
2,BE,543,Mattstetten,297.5,148,21.8,19,27.6,297.5,148,21.8,19,27.6,262,148,21.349999999999998,262,148,21.349999999999998
2,BE,389,Meienried,297.5,100,19.7,20,28.000000000000004,297.5,100,19.7,20,28.000000000000004,262,100,19.74,262,100,19.74
2,BE,307,Meikirch,297.5,154,19.5,19,28.000000000000004,297.5,154,19.5,19,28.000000000000004,262,154,19.439999999999998,262,154,19.439999999999998
2,BE,390,Meinisberg,297.5,195,22,24.15,28.000000000000004,297.5,195,22,24.15,28.000000000000004,262,195,22.55,262,195,22.55
2,BE,785,Meiringen,297.5,180,23,20,23,297.5,180,23,20,23,262,180,22.13,262,180,22.13
2,BE,333,Melchnau,297.5,174,19,19,27.6,297.5,174,19,19,27.6,262,174,19.09,262,174,19.09
2,BE,741,Merzligen,297.5,145,20,20,28.000000000000004,297.5,145,20,20,28.000000000000004,262,145,20,262,145,20
2,BE,615,Mirchel,297.5,179,20.7,19,27.6,297.5,179,20.7,19,27.6,262,179,20.61,262,179,20.61
2,BE,437,Mont-Tramelan,297.5,204,25,25,30.599999999999998,297.5,204,25,25,30.599999999999998,262,204,25,262,204,25
2,BE,544,Moosseedorf,297.5,138,19.55,19,27.6,297.5,138,19.55,19,27.6,262,138,19.439999999999998,262,138,19.439999999999998
2,BE,700,Moutier,297.5,194,23,20.7,30.599999999999998,297.5,194,23,20.7,30.599999999999998,262,194,21.38,262,194,21.38
2,BE,356,"Muri bei Bern",297.5,113.99999999999999,17.599999999999998,19,27.6,297.5,113.99999999999999,17.599999999999998,19,27.6,262,113.99999999999999,18,262,113.99999999999999,18
2,BE,742,Mörigen,297.5,125,16.1,20,28.000000000000004,297.5,125,16.1,20,28.000000000000004,262,125,16.900000000000002,262,125,16.900000000000002
2,BE,668,Mühleberg,297.5,140,19,19,27.6,297.5,140,19,19,27.6,262,140,19.02,262,140,19.02
2,BE,546,Münchenbuchsee,297.5,164,19.55,19,27.6,297.5,164,19.55,19,27.6,262,164,19.42,262,164,19.42
2,BE,669,Münchenwiler,297.5,150,20.7,19,27.6,297.5,150,20.7,19,27.6,262,150,20.24,262,150,20.24
2,BE,616,Münsingen,297.5,158,18.4,18,27.6,297.5,158,18.4,18,27.6,262,158,18.34,262,158,18.34
2,BE,498,Müntschemier,297.5,179,18,20,28.000000000000004,297.5,179,18,20,28.000000000000004,262,179,18.790000000000003,262,179,18.790000000000003
2,BE,670,Neuenegg,297.5,149,17.25,19,27.6,297.5,149,17.25,19,27.6,262,149,17.68,262,149,17.68
2,BE,743,Nidau,297.5,170,21,23,28.000000000000004,297.5,170,21,23,28.000000000000004,262,170,21.81,262,170,21.81
2,BE,981,Niederbipp,297.5,165,18.4,19,27.6,297.5,165,18.4,19,27.6,262,165,18.68,262,165,18.68
2,BE,617,Niederhünigen,297.5,170,20.7,19,27.6,297.5,170,20.7,19,27.6,262,170,20.580000000000002,262,170,20.580000000000002
2,BE,877,Niedermuhlern,297.5,179,27.500000000000004,19,27.6,297.5,179,27.500000000000004,19,27.6,262,179,26.979999999999997,262,179,26.979999999999997
2,BE,588,"Niederried bei Interlaken",297.5,194,19,20.7,23,297.5,194,19,20.7,23,262,194,19.189999999999998,262,194,19.189999999999998
2,BE,982,Niederönz,297.5,165,17,19,27.6,297.5,165,17,19,27.6,262,165,17.46,262,165,17.46
2,BE,724,Nods,297.5,164,23,13.8,28.000000000000004,297.5,164,23,13.8,28.000000000000004,262,164,21.09,262,164,21.09
2,BE,357,Oberbalm,297.5,175,23,19,27.6,297.5,175,23,19,27.6,262,175,22.689999999999998,262,175,22.689999999999998
2,BE,983,Oberbipp,297.5,159,20.7,19,27.6,297.5,159,20.7,19,27.6,262,159,20.3,262,159,20.3
2,BE,418,Oberburg,297.5,188,24.2,20.7,27.6,297.5,188,24.2,20.7,27.6,262,188,23.72,262,188,23.72
2,BE,619,Oberdiessbach,297.5,164,18.4,19,23,297.5,164,18.4,19,23,262,164,18.459999999999997,262,164,18.459999999999997
2,BE,934,"Oberhofen am Thunersee",297.5,154,20,19.5,23,297.5,154,20,19.5,23,262,154,19.939999999999998,262,154,19.939999999999998
2,BE,629,Oberhünigen,297.5,188,27,19,27.6,297.5,188,27,19,27.6,262,188,26.8,262,188,26.8
2,BE,935,Oberlangenegg,297.5,195,25.3,19.5,23,297.5,195,25.3,19.5,23,262,195,25.180000000000003,262,195,25.180000000000003
2,BE,589,"Oberried am Brienzersee",297.5,194,23,20,23,297.5,194,23,20,23,262,194,22.5,262,194,22.5
2,BE,620,Oberthal,297.5,187,20.7,19,27.6,297.5,187,20.7,19,27.6,262,187,20.65,262,187,20.65
2,BE,391,"Oberwil bei Büren",297.5,187,18,20,28.000000000000004,297.5,187,18,20,28.000000000000004,262,187,18.22,262,187,18.22
2,BE,766,"Oberwil im Simmental",297.5,164,23,23,23,297.5,164,23,23,23,262,164,23,262,164,23
2,BE,985,Ochlenberg,297.5,160,17,19,27.6,297.5,160,17,19,27.6,262,160,17.16,262,160,17.16
2,BE,335,Oeschenbach,297.5,200,23,19,27.6,297.5,200,23,19,27.6,262,200,22.73,262,200,22.73
2,BE,622,Oppligen,297.5,150,18.4,19,23,297.5,150,18.4,19,23,262,150,18.44,262,150,18.44
2,BE,744,Orpund,297.5,185,19,23,28.000000000000004,297.5,185,19,23,28.000000000000004,262,185,20.32,262,185,20.32
2,BE,438,Orvin,297.5,188,18,23,30.599999999999998,297.5,188,18,23,30.599999999999998,262,188,19.54,262,188,19.54
2,BE,363,Ostermundigen,297.5,169,18.4,19,27.6,297.5,169,18.4,19,27.6,262,169,18.7,262,169,18.7
2,BE,701,Perrefitte,297.5,200,23,20.7,30.599999999999998,297.5,200,23,20.7,30.599999999999998,262,200,21.61,262,200,21.61
2,BE,716,Petit-Val,297.5,179,32,24.15,30.599999999999998,297.5,179,32,24.15,30.599999999999998,262,179,30.09,262,179,30.09
2,BE,392,Pieterlen,297.5,175,22,24.15,28.000000000000004,297.5,175,22,24.15,28.000000000000004,262,175,22.91,262,175,22.91
2,BE,726,"Plateau de Diesse",297.5,185,18.4,13.8,28.000000000000004,297.5,185,18.4,13.8,28.000000000000004,262,185,17.29,262,185,17.29
2,BE,936,Pohlern,297.5,172,23,19.5,23,297.5,172,23,19.5,23,262,172,22.66,262,172,22.66
2,BE,745,Port,297.5,169,21,23,28.000000000000004,297.5,169,21,23,28.000000000000004,262,169,21.64,262,169,21.64
2,BE,450,"Péry-La Heutte",297.5,155,18,23,30.599999999999998,297.5,155,18,23,30.599999999999998,262,155,20.25,262,155,20.25
2,BE,309,Radelfingen,297.5,169,23,20,28.000000000000004,297.5,169,23,20,28.000000000000004,262,169,22.71,262,169,22.71
2,BE,310,"Rapperswil (BE)",297.5,168,19.55,19,28.000000000000004,297.5,168,19.55,19,28.000000000000004,262,168,19.5,262,168,19.5
2,BE,715,Rebévelier,297.5,200,32,31.16,30.599999999999998,297.5,200,32,31.16,30.599999999999998,262,200,31.44,262,200,31.44
2,BE,703,Reconvilier,297.5,197,23,23,30.599999999999998,297.5,197,23,23,30.599999999999998,262,197,23.03,262,197,23.03
2,BE,567,"Reichenbach im Kandertal",297.5,177,23,23,23,297.5,177,23,23,23,262,177,23,262,177,23
2,BE,336,Reisiswil,297.5,179,19,19,27.6,297.5,179,19,19,27.6,262,179,19,262,179,19
2,BE,441,"Renan (BE)",297.5,204,30.599999999999998,19.7,30.599999999999998,297.5,204,30.599999999999998,19.7,30.599999999999998,262,204,27.11,262,204,27.11
2,BE,767,Reutigen,297.5,175,23,23,23,297.5,175,23,23,23,262,175,23,262,175,23
2,BE,879,Riggisberg,297.5,180,20.7,19.5,27.6,297.5,180,20.7,19.5,27.6,262,180,20.630000000000003,262,180,20.630000000000003
2,BE,590,"Ringgenberg (BE)",297.5,180,19,20.7,23,297.5,180,19,20.7,23,262,180,19.29,262,180,19.29
2,BE,704,"Roches (BE)",297.5,194,23,20.7,30.599999999999998,297.5,194,23,20.7,30.599999999999998,262,194,21.6,262,194,21.6
2,BE,337,"Roggwil (BE)",297.5,161,19,19,27.6,297.5,161,19,19,27.6,262,161,19.05,262,161,19.05
2,BE,338,Rohrbach,297.5,135,18.4,19,27.6,297.5,135,18.4,19,27.6,262,135,18.490000000000002,262,135,18.490000000000002
2,BE,339,Rohrbachgraben,297.5,194,18.4,19,27.6,297.5,194,18.4,19,27.6,262,194,18.43,262,194,18.43
2,BE,442,"Romont (BE)",297.5,160,18,23,30.599999999999998,297.5,160,18,23,30.599999999999998,262,160,20.02,262,160,20.02
2,BE,623,Rubigen,297.5,144,18.4,18,27.6,297.5,144,18.4,18,27.6,262,144,18.37,262,144,18.37
2,BE,421,Rumendingen,297.5,100,20.7,20.7,27.6,297.5,100,20.7,20.7,27.6,262,100,20.7,262,100,20.7
2,BE,987,Rumisberg,297.5,189,20.7,19,27.6,297.5,189,20.7,19,27.6,262,189,20.32,262,189,20.32
2,BE,904,"Röthenbach im Emmental",297.5,200,23,27,27.6,297.5,200,23,27,27.6,262,200,23.119999999999997,262,200,23.119999999999997
2,BE,905,Rüderswil,297.5,174,18.4,27,27.6,297.5,174,18.4,27,27.6,262,174,18.759999999999998,262,174,18.759999999999998
2,BE,420,Rüdtligen-Alchenflüh,297.5,145,16,19,27.6,297.5,145,16,19,27.6,262,145,16.66,262,145,16.66
2,BE,880,Rüeggisberg,297.5,185,26.5,19.5,27.6,297.5,185,26.5,19.5,27.6,262,185,26.13,262,185,26.13
2,BE,956,Rüegsau,297.5,179,16,20.7,27.6,297.5,179,16,20.7,27.6,262,179,16.3,262,179,16.3
2,BE,853,Rüschegg,297.5,174,20.7,19,27.6,297.5,174,20.7,19,27.6,262,174,20.59,262,174,20.59
2,BE,393,"Rüti bei Büren",297.5,185,27.900000000000002,20,28.000000000000004,297.5,185,27.900000000000002,20,28.000000000000004,262,185,26.69,262,185,26.69
2,BE,422,"Rüti bei Lyssach",297.5,179,16,20.7,27.6,297.5,179,16,20.7,27.6,262,179,16.16,262,179,16.16
2,BE,340,Rütschelen,297.5,160,17.5,19,27.6,297.5,160,17.5,19,27.6,262,160,17.68,262,160,17.68
2,BE,843,Saanen,297.5,110.00000000000001,15.299999999999999,13.77,23,297.5,110.00000000000001,15.299999999999999,13.77,23,262,110.00000000000001,14.95,262,110.00000000000001,14.95
2,BE,746,Safnern,297.5,140,19,23,28.000000000000004,297.5,140,19,23,28.000000000000004,262,140,19.900000000000002,262,140,19.900000000000002
2,BE,706,Saicourt,297.5,195,23,23,30.599999999999998,297.5,195,23,23,30.599999999999998,262,195,23.02,262,195,23.02
2,BE,443,Saint-Imier,297.5,175,25.6,19.7,30.599999999999998,297.5,175,25.6,19.7,30.599999999999998,262,175,22.24,262,175,22.24
2,BE,449,Sauge,297.5,190,18,23,30.599999999999998,297.5,190,18,23,30.599999999999998,262,190,19.35,262,190,19.35
2,BE,707,"Saules (BE)",297.5,194,23,23,30.599999999999998,297.5,194,23,23,30.599999999999998,262,194,23,262,194,23
2,BE,591,Saxeten,297.5,169,18.4,20.7,23,297.5,169,18.4,20.7,23,262,169,18.77,262,169,18.77
2,BE,906,Schangnau,297.5,210,23,27,27.6,297.5,210,23,27,27.6,262,210,23.200000000000003,262,210,23.200000000000003
2,BE,786,Schattenhalb,297.5,194,23,20,23,297.5,194,23,20,23,262,194,22.5,262,194,22.5
2,BE,708,Schelten,297.5,220.00000000000003,23,27.639999999999997,30.599999999999998,297.5,220.00000000000003,23,27.639999999999997,30.599999999999998,262,220.00000000000003,24.72,262,220.00000000000003,24.72
2,BE,747,Scheuren,297.5,178,19,20,28.000000000000004,297.5,178,19,20,28.000000000000004,262,178,19.24,262,178,19.24
2,BE,748,Schwadernau,297.5,185,20,20,28.000000000000004,297.5,185,20,20,28.000000000000004,262,185,20,262,185,20
2,BE,592,"Schwanden bei Brienz",297.5,175,23,20,23,297.5,175,23,20,23,262,175,22.58,262,175,22.58
2,BE,855,Schwarzenburg,297.5,186,23,19,27.6,297.5,186,23,19,27.6,262,186,22.58,262,186,22.58
2,BE,341,Schwarzhäusern,297.5,160,18.4,19,27.6,297.5,160,18.4,19,27.6,262,160,18.459999999999997,262,160,18.459999999999997
2,BE,311,Schüpfen,297.5,174,21,20,28.000000000000004,297.5,174,21,20,28.000000000000004,262,174,20.880000000000003,262,174,20.880000000000003
2,BE,988,Seeberg,297.5,175,23,19,27.6,297.5,175,23,19,27.6,262,175,22.61,262,175,22.61
2,BE,312,"Seedorf (BE)",297.5,174,20.7,20,28.000000000000004,297.5,174,20.7,20,28.000000000000004,262,174,20.65,262,174,20.65
2,BE,709,Seehof,297.5,174,23,32.2,30.599999999999998,297.5,174,23,32.2,30.599999999999998,262,174,24.98,262,174,24.98
2,BE,883,Seftigen,297.5,174,25.3,19.5,23,297.5,174,25.3,19.5,23,262,174,24.67,262,174,24.67
2,BE,907,Signau,297.5,194,18.4,27,27.6,297.5,194,18.4,27,27.6,262,194,18.92,262,194,18.92
2,BE,938,Sigriswil,297.5,166,18.4,19.5,23,297.5,166,18.4,19.5,23,262,166,18.57,262,166,18.57
2,BE,499,Siselen,297.5,180,23,20,28.000000000000004,297.5,180,23,20,28.000000000000004,262,180,22.54,262,180,22.54
2,BE,444,Sonceboz-Sombeval,297.5,172,20.200000000000003,19.7,30.599999999999998,297.5,172,20.200000000000003,19.7,30.599999999999998,262,172,20.04,262,172,20.04
2,BE,445,Sonvilier,297.5,206.99999999999997,23,19.7,30.599999999999998,297.5,206.99999999999997,23,19.7,30.599999999999998,262,206.99999999999997,21.85,262,206.99999999999997,21.85
2,BE,711,Sorvilier,297.5,180,25.3,23,30.599999999999998,297.5,180,25.3,23,30.599999999999998,262,180,24.48,262,180,24.48
2,BE,768,Spiez,297.5,165,17.4,23,23,297.5,165,17.4,23,23,262,165,18.39,262,165,18.39
2,BE,793,"St. Stephan",297.5,184,23,13.77,23,297.5,184,23,13.77,23,262,184,22.07,262,184,22.07
2,BE,939,Steffisburg,297.5,162,24.15,19.5,23,297.5,162,24.15,19.5,23,262,162,23.36,262,162,23.36
2,BE,358,Stettlen,297.5,157,20.7,19,27.6,297.5,157,20.7,19,27.6,262,157,20.31,262,157,20.31
2,BE,770,Stocken-Höfen,297.5,179,24.6,19.5,23,297.5,179,24.6,19.5,23,262,179,24.15,262,179,24.15
2,BE,749,"Studen (BE)",297.5,172,20,20,28.000000000000004,297.5,172,20,20,28.000000000000004,262,172,20.03,262,172,20.03
2,BE,957,Sumiswald,297.5,179,23,19,27.6,297.5,179,23,19,27.6,262,179,22.73,262,179,22.73
2,BE,750,Sutz-Lattrigen,297.5,170,23,23,28.000000000000004,297.5,170,23,23,28.000000000000004,262,170,23.01,262,170,23.01
2,BE,713,Tavannes,297.5,192,23,23,30.599999999999998,297.5,192,23,23,30.599999999999998,262,192,23.06,262,192,23.06
2,BE,940,"Teuffenthal (BE)",297.5,180,25.3,19.5,23,297.5,180,25.3,19.5,23,262,180,25.130000000000003,262,180,25.130000000000003
2,BE,941,Thierachern,297.5,181,20,19.5,23,297.5,181,20,19.5,23,262,181,19.939999999999998,262,181,19.939999999999998
2,BE,942,Thun,297.5,166,20.7,19.5,23,297.5,166,20.7,19.5,23,262,166,20.46,262,166,20.46
2,BE,342,Thunstetten,297.5,170,18.4,19,27.6,297.5,170,18.4,19,27.6,262,170,18.57,262,170,18.57
2,BE,889,Thurnen,297.5,185,18.4,19,27.6,297.5,185,18.4,19,27.6,262,185,18.459999999999997,262,185,18.459999999999997
